               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.017746,            0.013779,          0.00089831,              0.9263,             0.88557,             0.92491,             0.67938,            0.022882,            0.020545,           0.0017202,            0.005182,            0.005182,            0.005182
                 148,            0.017848,            0.013691,           0.0008742,             0.93078,             0.88565,             0.92616,             0.67991,            0.022884,             0.02058,           0.0017153,            0.005149,            0.005149,            0.005149
                 149,            0.017455,            0.013774,          0.00084725,             0.92933,             0.89071,             0.92687,             0.67889,            0.022882,            0.020596,           0.0017463,            0.005116,            0.005116,            0.005116
                 150,            0.017523,            0.013541,           0.0008494,             0.92802,             0.89573,             0.92696,             0.68087,            0.022909,            0.020626,           0.0017542,            0.005083,            0.005083,            0.005083
                 151,            0.017387,            0.013616,          0.00082684,             0.92742,             0.89754,             0.92619,             0.67926,            0.022952,            0.020698,           0.0017569,             0.00505,             0.00505,             0.00505
                 152,            0.017412,            0.013572,          0.00084007,             0.92747,             0.89954,             0.92723,             0.67928,             0.02301,            0.020733,           0.0017319,            0.005017,            0.005017,            0.005017
                 153,            0.017487,            0.013636,          0.00092016,             0.92867,             0.89358,             0.92493,             0.67889,            0.022995,            0.020703,           0.0017075,            0.004984,            0.004984,            0.004984
                 154,            0.017258,            0.013776,          0.00080073,             0.92686,             0.89431,             0.92417,                0.68,            0.022975,            0.020695,           0.0016987,            0.004951,            0.004951,            0.004951
                 155,            0.017107,            0.013397,          0.00085701,              0.9313,             0.89022,             0.92445,             0.68029,            0.022953,            0.020689,           0.0017042,            0.004918,            0.004918,            0.004918
                 156,            0.017109,            0.013416,          0.00081856,             0.93344,               0.885,             0.92535,             0.68078,             0.02297,            0.020682,           0.0017169,            0.004885,            0.004885,            0.004885
                 157,            0.017294,            0.013413,          0.00085674,             0.92931,             0.88904,             0.92414,             0.67881,            0.022958,            0.020691,           0.0017269,            0.004852,            0.004852,            0.004852
                 158,            0.017256,             0.01339,          0.00084992,             0.92625,              0.8929,             0.92479,             0.67833,            0.022919,            0.020667,           0.0017275,            0.004819,            0.004819,            0.004819
                 159,            0.016997,            0.013435,           0.0007886,             0.92659,             0.88849,             0.92399,             0.67811,            0.022889,            0.020697,           0.0017157,            0.004786,            0.004786,            0.004786
                 160,            0.017067,            0.013192,          0.00083719,             0.92959,             0.89187,             0.92644,             0.67904,            0.022856,            0.020772,           0.0016956,            0.004753,            0.004753,            0.004753
                 161,             0.01704,            0.013274,          0.00078748,             0.92976,             0.89547,             0.92618,              0.6809,             0.02283,            0.020845,           0.0016925,             0.00472,             0.00472,             0.00472
                 162,            0.016718,            0.013156,          0.00078917,             0.93263,             0.89183,             0.92749,             0.68162,            0.022817,            0.020889,           0.0017036,            0.004687,            0.004687,            0.004687
                 163,             0.01683,            0.013075,          0.00076427,              0.9333,             0.88968,             0.92775,             0.68102,            0.022824,            0.020968,           0.0017187,            0.004654,            0.004654,            0.004654
                 164,             0.01681,             0.01338,          0.00078219,             0.93419,             0.88941,             0.92698,             0.68152,            0.022823,            0.020983,            0.001738,            0.004621,            0.004621,            0.004621
                 165,            0.016683,            0.013193,          0.00078697,             0.93522,             0.88744,             0.92707,             0.68209,            0.022824,            0.020986,           0.0017491,            0.004588,            0.004588,            0.004588
                 166,            0.016757,            0.013355,          0.00081041,             0.93464,             0.88456,             0.92765,             0.68194,            0.022825,            0.021017,            0.001745,            0.004555,            0.004555,            0.004555
                 167,            0.016669,            0.013227,          0.00079998,             0.93239,             0.88531,             0.92701,             0.68308,            0.022834,            0.021044,           0.0017518,            0.004522,            0.004522,            0.004522
                 168,            0.016656,            0.013107,          0.00080539,             0.93249,             0.88691,             0.92699,             0.68387,             0.02282,             0.02101,            0.001751,            0.004489,            0.004489,            0.004489
                 169,             0.01639,             0.01303,          0.00078468,             0.93105,             0.88847,             0.92729,             0.68329,            0.022827,            0.021014,           0.0017475,            0.004456,            0.004456,            0.004456
                 170,            0.016502,            0.013047,          0.00078153,              0.9298,             0.88747,             0.92738,             0.68282,            0.022828,            0.021055,           0.0017487,            0.004423,            0.004423,            0.004423
                 171,            0.016387,            0.013037,           0.0007571,             0.93355,             0.88428,              0.9272,             0.68415,            0.022838,            0.021099,           0.0017559,             0.00439,             0.00439,             0.00439
                 172,            0.016445,            0.013097,          0.00077817,             0.92642,             0.88979,             0.92668,             0.68322,            0.022836,             0.02109,           0.0017636,            0.004357,            0.004357,            0.004357
                 173,            0.016415,            0.013065,          0.00080107,             0.92613,             0.88946,             0.92644,             0.68415,            0.022879,            0.021117,           0.0017795,            0.004324,            0.004324,            0.004324
                 174,            0.016331,            0.012978,          0.00075916,             0.92924,             0.88758,             0.92576,             0.68378,            0.022899,            0.021159,           0.0017867,            0.004291,            0.004291,            0.004291
                 175,            0.016223,            0.012933,          0.00073806,             0.94532,             0.87319,             0.92768,             0.68502,            0.022895,            0.021151,           0.0017827,            0.004258,            0.004258,            0.004258
                 176,            0.016265,            0.012771,          0.00074822,             0.92925,             0.89024,             0.92716,             0.68473,            0.022873,            0.021112,           0.0017776,            0.004225,            0.004225,            0.004225
                 177,            0.016196,            0.012786,          0.00078116,             0.94942,             0.87489,             0.92837,             0.68526,            0.022863,             0.02111,           0.0017785,            0.004192,            0.004192,            0.004192
                 178,            0.016035,            0.012801,          0.00076977,             0.94566,             0.87586,             0.92837,             0.68476,            0.022878,             0.02114,           0.0017859,            0.004159,            0.004159,            0.004159
                 179,            0.016093,             0.01261,          0.00079963,             0.94214,             0.87953,              0.9272,             0.68315,            0.022891,            0.021142,           0.0017891,            0.004126,            0.004126,            0.004126
                 180,            0.015941,            0.012642,          0.00071664,             0.93864,             0.88185,             0.92762,             0.68404,            0.022903,            0.021159,            0.001792,            0.004093,            0.004093,            0.004093
                 181,            0.016008,            0.012884,          0.00075945,             0.94071,             0.88057,             0.92773,             0.68454,            0.022904,            0.021189,           0.0017903,             0.00406,             0.00406,             0.00406
                 182,            0.015848,            0.012668,          0.00075935,             0.93661,             0.88433,             0.92857,             0.68523,            0.022906,            0.021202,           0.0017879,            0.004027,            0.004027,            0.004027
                 183,            0.016034,            0.012586,          0.00072176,             0.94043,             0.88701,             0.92798,             0.68597,            0.022918,            0.021242,            0.001782,            0.003994,            0.003994,            0.003994
                 184,            0.015869,            0.012536,          0.00075864,             0.93881,             0.88722,             0.92797,             0.68545,            0.022922,             0.02125,           0.0017746,            0.003961,            0.003961,            0.003961
                 185,            0.015822,            0.012674,          0.00073692,             0.94013,             0.88574,              0.9283,             0.68629,            0.022924,            0.021255,           0.0017766,            0.003928,            0.003928,            0.003928
                 186,            0.015727,             0.01249,          0.00079462,             0.94121,             0.88456,             0.92866,             0.68641,            0.022915,            0.021258,           0.0017801,            0.003895,            0.003895,            0.003895
                 187,            0.015757,            0.012652,          0.00072505,             0.93414,             0.88783,             0.92832,               0.687,            0.022905,            0.021283,           0.0017794,            0.003862,            0.003862,            0.003862
                 188,            0.015624,            0.012448,          0.00072444,             0.93756,             0.88506,             0.92859,             0.68695,              0.0229,            0.021291,            0.001779,            0.003829,            0.003829,            0.003829
                 189,            0.015664,            0.012408,          0.00070615,             0.94146,             0.88277,             0.92861,             0.68676,            0.022901,              0.0213,            0.001776,            0.003796,            0.003796,            0.003796
                 190,            0.015565,            0.012615,          0.00068912,             0.94482,             0.88044,             0.92823,              0.6879,              0.0229,            0.021313,           0.0017752,            0.003763,            0.003763,            0.003763
                 191,            0.015624,            0.012476,          0.00076212,             0.94243,             0.88264,             0.92813,             0.68788,            0.022911,            0.021343,           0.0017781,             0.00373,             0.00373,             0.00373
                 192,            0.015194,            0.012116,          0.00068762,             0.94257,             0.88205,             0.92844,             0.68763,            0.022913,            0.021362,           0.0017826,            0.003697,            0.003697,            0.003697
                 193,            0.015393,            0.012334,          0.00074118,             0.94476,             0.88067,             0.92718,             0.68819,            0.022916,            0.021385,           0.0017906,            0.003664,            0.003664,            0.003664
                 194,            0.015136,            0.012217,          0.00069877,             0.94399,             0.88045,             0.92779,             0.68858,            0.022928,            0.021408,           0.0017973,            0.003631,            0.003631,            0.003631
                 195,            0.015443,            0.012333,          0.00072204,             0.94588,             0.88028,              0.9279,             0.68869,            0.022938,             0.02143,           0.0018057,            0.003598,            0.003598,            0.003598
                 196,            0.015266,            0.012324,          0.00072989,              0.9464,             0.88011,              0.9273,             0.68875,            0.022941,            0.021467,           0.0018119,            0.003565,            0.003565,            0.003565
                 197,            0.015113,            0.011868,          0.00071888,             0.94695,             0.88072,             0.92663,             0.68833,             0.02295,            0.021499,           0.0018133,            0.003532,            0.003532,            0.003532
                 198,            0.015239,            0.012262,          0.00068001,             0.94686,             0.88129,             0.92654,             0.68852,            0.022949,            0.021516,            0.001808,            0.003499,            0.003499,            0.003499
                 199,            0.015195,            0.012135,          0.00071189,             0.94836,             0.88096,             0.92639,             0.68811,            0.022953,             0.02153,           0.0018046,            0.003466,            0.003466,            0.003466
                 200,            0.015237,            0.012346,          0.00072547,             0.94885,             0.88107,             0.92772,             0.68821,            0.022957,            0.021538,           0.0017993,            0.003433,            0.003433,            0.003433
                 201,            0.015023,            0.012235,          0.00070096,               0.946,             0.88249,             0.92754,             0.68842,            0.022959,            0.021563,           0.0017942,              0.0034,              0.0034,              0.0034
                 202,            0.015032,            0.012008,           0.0007179,             0.94639,             0.88238,             0.92796,             0.68749,            0.022959,            0.021574,           0.0017888,            0.003367,            0.003367,            0.003367
                 203,            0.015013,             0.01185,          0.00070132,              0.9447,             0.88253,             0.92746,             0.68727,            0.022961,            0.021591,           0.0017871,            0.003334,            0.003334,            0.003334
                 204,            0.014937,            0.011936,            0.000694,             0.94347,             0.88414,              0.9274,             0.68758,            0.022966,            0.021605,           0.0017866,            0.003301,            0.003301,            0.003301
                 205,            0.015055,            0.011902,           0.0007267,             0.94133,              0.8842,              0.9271,             0.68791,            0.022969,            0.021629,           0.0017898,            0.003268,            0.003268,            0.003268
                 206,            0.014876,            0.011962,          0.00064777,             0.94126,             0.88431,             0.92704,             0.68829,            0.022976,            0.021654,           0.0017932,            0.003235,            0.003235,            0.003235
                 207,             0.01489,            0.011771,          0.00069905,             0.94044,             0.88397,             0.92684,             0.68824,            0.022981,            0.021672,           0.0017937,            0.003202,            0.003202,            0.003202
                 208,            0.014745,            0.011711,          0.00065294,             0.93999,              0.8849,             0.92683,             0.68801,            0.022978,            0.021686,            0.001793,            0.003169,            0.003169,            0.003169
                 209,            0.014847,             0.01175,          0.00070384,             0.94181,             0.88177,             0.92673,             0.68794,            0.022979,              0.0217,           0.0017966,            0.003136,            0.003136,            0.003136
                 210,            0.014567,            0.011716,          0.00066069,             0.94189,             0.88271,             0.92754,             0.68823,             0.02298,            0.021726,           0.0017967,            0.003103,            0.003103,            0.003103
                 211,            0.014631,            0.011609,          0.00070802,              0.9444,             0.88092,             0.92753,             0.68787,            0.022981,            0.021759,           0.0017974,             0.00307,             0.00307,             0.00307
                 212,            0.014712,            0.011868,          0.00063593,             0.94527,             0.88064,             0.92761,             0.68762,            0.022974,            0.021771,           0.0017969,            0.003037,            0.003037,            0.003037
                 213,            0.014581,            0.011603,          0.00072951,             0.94541,             0.87978,             0.92751,             0.68753,            0.022966,             0.02179,           0.0017966,            0.003004,            0.003004,            0.003004
                 214,            0.014362,            0.011595,          0.00070858,             0.94552,             0.87993,             0.92597,             0.68717,            0.022959,            0.021802,           0.0017929,            0.002971,            0.002971,            0.002971
                 215,            0.014485,            0.011742,          0.00068981,             0.94507,             0.87969,             0.92737,             0.68751,            0.022952,             0.02181,           0.0017916,            0.002938,            0.002938,            0.002938
                 216,            0.014393,            0.011495,          0.00067625,             0.94559,             0.88004,             0.92744,             0.68699,             0.02295,            0.021816,           0.0017889,            0.002905,            0.002905,            0.002905
                 217,            0.014326,            0.011576,          0.00069629,              0.9455,             0.88024,              0.9273,               0.687,            0.022947,             0.02183,           0.0017866,            0.002872,            0.002872,            0.002872
                 218,             0.01423,             0.01135,          0.00065191,             0.94619,             0.88006,             0.92704,             0.68635,            0.022943,            0.021843,           0.0017864,            0.002839,            0.002839,            0.002839
                 219,            0.014257,            0.011354,          0.00064849,             0.94623,             0.88055,             0.92644,               0.687,            0.022941,            0.021865,           0.0017887,            0.002806,            0.002806,            0.002806
                 220,            0.014274,            0.011463,          0.00067239,             0.94362,             0.88256,             0.92545,             0.68601,            0.022937,            0.021876,           0.0017888,            0.002773,            0.002773,            0.002773
                 221,            0.014066,            0.011402,          0.00065374,             0.94256,             0.88318,             0.92655,               0.686,            0.022935,            0.021888,           0.0017885,             0.00274,             0.00274,             0.00274
                 222,            0.014241,            0.011377,          0.00068782,             0.94213,               0.884,             0.92643,             0.68656,            0.022934,            0.021899,           0.0017884,            0.002707,            0.002707,            0.002707
                 223,            0.014136,            0.011155,          0.00067706,             0.94229,             0.88439,             0.92599,             0.68665,            0.022932,            0.021915,           0.0017896,            0.002674,            0.002674,            0.002674
                 224,            0.013959,             0.01125,           0.0006651,             0.93974,              0.8857,             0.92604,             0.68665,            0.022935,            0.021939,           0.0017926,            0.002641,            0.002641,            0.002641
                 225,            0.013815,            0.011209,          0.00060214,              0.9366,             0.88745,             0.92645,             0.68624,            0.022939,            0.021959,           0.0017961,            0.002608,            0.002608,            0.002608
                 226,            0.013794,            0.011129,          0.00063382,             0.93683,             0.88845,             0.92659,              0.6862,            0.022939,            0.021968,           0.0017982,            0.002575,            0.002575,            0.002575
                 227,            0.013862,            0.011415,          0.00062025,             0.93544,             0.89038,             0.92647,             0.68599,            0.022943,            0.021987,           0.0018014,            0.002542,            0.002542,            0.002542
                 228,            0.013673,             0.01123,          0.00062794,             0.93774,             0.88788,              0.9266,             0.68672,            0.022946,            0.022007,           0.0018032,            0.002509,            0.002509,            0.002509
                 229,            0.013628,            0.011164,          0.00061757,             0.93639,             0.88992,             0.92673,             0.68611,            0.022947,             0.02203,           0.0018047,            0.002476,            0.002476,            0.002476
                 230,            0.013702,            0.011218,          0.00062774,             0.93707,             0.88959,             0.92648,             0.68565,             0.02295,            0.022048,           0.0018059,            0.002443,            0.002443,            0.002443
                 231,            0.013601,            0.011094,          0.00061742,             0.93755,             0.88977,             0.92641,             0.68619,            0.022953,            0.022067,           0.0018065,             0.00241,             0.00241,             0.00241
                 232,            0.013637,            0.011151,          0.00063005,             0.93702,             0.88972,             0.92631,             0.68666,            0.022953,            0.022082,           0.0018056,            0.002377,            0.002377,            0.002377
                 233,            0.013612,            0.010943,          0.00062432,             0.93627,             0.88988,             0.92623,             0.68725,            0.022954,            0.022096,           0.0018046,            0.002344,            0.002344,            0.002344
                 234,            0.013612,            0.011265,          0.00059367,             0.93725,             0.88974,             0.92648,             0.68664,            0.022957,            0.022109,           0.0018044,            0.002311,            0.002311,            0.002311
                 235,            0.013444,            0.010736,          0.00063014,             0.93708,               0.889,             0.92629,             0.68636,            0.022959,             0.02212,           0.0018036,            0.002278,            0.002278,            0.002278
                 236,            0.013538,            0.011152,          0.00064934,             0.93937,               0.888,             0.92689,             0.68617,            0.022963,            0.022134,           0.0018044,            0.002245,            0.002245,            0.002245
                 237,            0.013284,            0.010839,          0.00059763,             0.93884,             0.88864,             0.92678,             0.68541,            0.022963,            0.022147,            0.001805,            0.002212,            0.002212,            0.002212
                 238,            0.013184,            0.010759,          0.00062132,             0.93853,             0.88871,             0.92689,             0.68534,            0.022965,             0.02216,           0.0018051,            0.002179,            0.002179,            0.002179
                 239,            0.013183,            0.010709,          0.00058569,             0.93861,             0.88851,             0.92693,             0.68558,            0.022966,            0.022176,           0.0018056,            0.002146,            0.002146,            0.002146
                 240,            0.013036,            0.010825,          0.00056527,             0.93887,             0.88862,             0.92694,             0.68596,            0.022967,            0.022189,            0.001806,            0.002113,            0.002113,            0.002113
                 241,            0.012952,            0.010597,          0.00056416,             0.93912,             0.88821,             0.92688,             0.68618,             0.02297,            0.022208,           0.0018064,             0.00208,             0.00208,             0.00208
                 242,             0.01303,            0.010611,          0.00058737,             0.93952,             0.88854,              0.9267,             0.68654,            0.022972,            0.022227,           0.0018073,            0.002047,            0.002047,            0.002047
                 243,            0.013043,            0.010557,           0.0006141,             0.93785,              0.8877,             0.92599,             0.68571,            0.022972,            0.022244,           0.0018081,            0.002014,            0.002014,            0.002014
                 244,            0.013031,            0.010501,            0.000554,             0.93759,             0.88808,             0.92592,             0.68557,            0.022977,            0.022265,           0.0018101,            0.001981,            0.001981,            0.001981
                 245,            0.012741,            0.010336,          0.00056281,              0.9372,             0.88767,             0.92577,             0.68568,            0.022976,            0.022279,           0.0018103,            0.001948,            0.001948,            0.001948
                 246,             0.01291,            0.010543,          0.00058388,             0.93773,             0.88772,             0.92578,             0.68576,            0.022979,            0.022296,           0.0018109,            0.001915,            0.001915,            0.001915
                 247,            0.012914,            0.010537,          0.00059729,             0.93756,             0.88762,             0.92573,             0.68541,            0.022983,            0.022315,           0.0018124,            0.001882,            0.001882,            0.001882
                 248,            0.012719,            0.010433,          0.00053798,              0.9377,             0.88748,             0.92569,              0.6848,            0.022986,            0.022332,           0.0018148,            0.001849,            0.001849,            0.001849
                 249,            0.012782,            0.010494,          0.00059792,             0.93762,             0.88735,             0.92565,             0.68501,            0.022988,            0.022349,           0.0018159,            0.001816,            0.001816,            0.001816
                 250,            0.012621,            0.010151,          0.00055811,             0.93702,             0.88721,             0.92547,             0.68498,            0.022991,            0.022364,           0.0018172,            0.001783,            0.001783,            0.001783
                 251,            0.012611,            0.010473,          0.00054118,             0.93726,             0.88647,             0.92549,             0.68495,            0.022991,            0.022378,            0.001819,             0.00175,             0.00175,             0.00175
                 252,            0.012577,            0.010273,          0.00054373,             0.93754,             0.88594,             0.92551,             0.68556,            0.022995,            0.022398,           0.0018209,            0.001717,            0.001717,            0.001717
                 253,            0.012509,            0.010415,          0.00052636,              0.9378,             0.88611,             0.92549,             0.68518,            0.022995,            0.022413,           0.0018234,            0.001684,            0.001684,            0.001684
                 254,            0.012366,              0.0102,          0.00053489,             0.93838,              0.8854,              0.9255,             0.68556,            0.022996,            0.022431,           0.0018262,            0.001651,            0.001651,            0.001651
                 255,            0.012326,            0.010163,          0.00052788,             0.93897,              0.8853,             0.92555,             0.68513,            0.022998,            0.022445,            0.001828,            0.001618,            0.001618,            0.001618
                 256,            0.012404,            0.010097,          0.00056567,             0.93957,             0.88501,             0.92573,             0.68482,               0.023,            0.022464,           0.0018295,            0.001585,            0.001585,            0.001585
                 257,            0.012404,            0.010316,          0.00056621,             0.93992,             0.88519,             0.92539,             0.68432,            0.023003,             0.02248,            0.001832,            0.001552,            0.001552,            0.001552
                 258,            0.012296,            0.010076,          0.00051634,             0.93994,             0.88525,              0.9255,             0.68432,            0.023005,            0.022498,           0.0018337,            0.001519,            0.001519,            0.001519
                 259,            0.012239,            0.010016,          0.00055225,             0.94007,              0.8846,             0.92528,             0.68418,             0.02301,             0.02252,           0.0018366,            0.001486,            0.001486,            0.001486
                 260,            0.012183,            0.010008,          0.00049136,             0.94043,             0.88411,             0.92529,             0.68469,            0.023013,             0.02254,           0.0018384,            0.001453,            0.001453,            0.001453
                 261,            0.012112,           0.0098081,          0.00051969,             0.94001,             0.88454,              0.9254,             0.68472,            0.023016,            0.022556,           0.0018401,             0.00142,             0.00142,             0.00142
                 262,            0.012136,            0.010061,          0.00050453,             0.94009,             0.88427,             0.92559,             0.68482,             0.02302,            0.022573,           0.0018425,            0.001387,            0.001387,            0.001387
                 263,            0.012108,           0.0098594,          0.00052138,             0.94068,             0.88399,             0.92581,             0.68518,            0.023023,            0.022588,           0.0018436,            0.001354,            0.001354,            0.001354
                 264,            0.012074,           0.0099835,          0.00050871,             0.94361,             0.88116,             0.92571,             0.68497,             0.02303,            0.022608,           0.0018463,            0.001321,            0.001321,            0.001321
                 265,             0.01197,            0.010021,          0.00050626,             0.94265,             0.88179,              0.9256,             0.68519,            0.023033,            0.022623,           0.0018481,            0.001288,            0.001288,            0.001288
                 266,            0.011851,           0.0098679,           0.0004955,             0.94105,             0.88382,             0.92545,             0.68496,            0.023036,             0.02264,           0.0018503,            0.001255,            0.001255,            0.001255
                 267,            0.011841,           0.0097357,          0.00050872,             0.94254,             0.88206,             0.92525,             0.68515,             0.02304,            0.022658,            0.001853,            0.001222,            0.001222,            0.001222
                 268,             0.01181,           0.0098712,          0.00048944,             0.94171,             0.88329,             0.92512,               0.685,            0.023045,            0.022677,           0.0018553,            0.001189,            0.001189,            0.001189
                 269,            0.011705,           0.0097659,           0.0005002,              0.9424,             0.88221,             0.92501,             0.68478,            0.023049,            0.022699,           0.0018578,            0.001156,            0.001156,            0.001156
                 270,            0.011665,           0.0096347,          0.00049943,             0.94221,             0.88252,             0.92494,             0.68491,            0.023055,            0.022719,             0.00186,            0.001123,            0.001123,            0.001123
                 271,             0.01172,           0.0095548,           0.0005419,             0.94216,             0.88243,             0.92467,              0.6853,            0.023059,            0.022739,           0.0018623,             0.00109,             0.00109,             0.00109
                 272,            0.011476,           0.0095078,          0.00046963,             0.94234,             0.88237,             0.92446,             0.68518,            0.023061,            0.022759,           0.0018643,            0.001057,            0.001057,            0.001057
                 273,            0.011641,           0.0094299,          0.00049357,             0.94236,              0.8823,             0.92435,             0.68501,            0.023066,            0.022776,           0.0018656,            0.001024,            0.001024,            0.001024
                 274,            0.011632,           0.0096453,          0.00050129,             0.94301,              0.8814,             0.92444,             0.68489,            0.023072,            0.022797,           0.0018666,            0.000991,            0.000991,            0.000991
                 275,            0.011495,           0.0094848,          0.00045749,             0.94335,             0.88112,             0.92437,              0.6848,            0.023076,            0.022814,           0.0018674,            0.000958,            0.000958,            0.000958
                 276,            0.011338,            0.009443,          0.00044928,             0.94093,             0.88349,             0.92437,             0.68462,            0.023078,            0.022832,           0.0018685,            0.000925,            0.000925,            0.000925
                 277,            0.011348,           0.0093233,          0.00048766,             0.94106,             0.88347,             0.92399,             0.68441,            0.023082,            0.022848,             0.00187,            0.000892,            0.000892,            0.000892
                 278,            0.011373,           0.0094238,          0.00049482,             0.94344,             0.88233,             0.92456,             0.68382,            0.023087,             0.02287,           0.0018711,            0.000859,            0.000859,            0.000859
                 279,            0.011334,           0.0094244,          0.00046911,             0.94332,             0.88262,             0.92456,             0.68393,            0.023091,            0.022889,           0.0018725,            0.000826,            0.000826,            0.000826
                 280,            0.011193,           0.0092664,          0.00044692,             0.94168,             0.88442,             0.92448,             0.68415,            0.023096,            0.022914,           0.0018742,            0.000793,            0.000793,            0.000793
                 281,            0.011174,           0.0091822,          0.00051202,             0.94454,             0.88084,             0.92435,             0.68398,            0.023101,            0.022937,           0.0018765,             0.00076,             0.00076,             0.00076
                 282,            0.011248,           0.0092289,           0.0004467,             0.94535,             0.87962,             0.92424,             0.68453,            0.023105,            0.022959,           0.0018782,            0.000727,            0.000727,            0.000727
                 283,            0.011084,           0.0092855,          0.00051983,              0.9443,             0.88002,             0.92408,             0.68457,             0.02311,            0.022985,           0.0018802,            0.000694,            0.000694,            0.000694
                 284,            0.011095,           0.0090769,          0.00050873,             0.94381,             0.87964,             0.92342,             0.68438,            0.023115,            0.023009,           0.0018822,            0.000661,            0.000661,            0.000661
                 285,            0.011006,           0.0090943,          0.00048797,             0.94441,              0.8794,              0.9238,              0.6846,            0.023118,            0.023029,           0.0018837,            0.000628,            0.000628,            0.000628
                 286,            0.011032,           0.0091544,           0.0004611,             0.94179,             0.88383,             0.92423,             0.68457,            0.023124,            0.023052,           0.0018857,            0.000595,            0.000595,            0.000595
                 287,            0.011052,           0.0092939,          0.00052433,             0.94156,             0.88391,             0.92415,             0.68455,            0.023128,            0.023074,           0.0018879,            0.000562,            0.000562,            0.000562
                 288,            0.010917,           0.0091244,          0.00046782,             0.94194,             0.88379,             0.92414,             0.68444,            0.023133,            0.023093,           0.0018904,            0.000529,            0.000529,            0.000529
                 289,            0.010799,           0.0088291,           0.0004778,             0.94545,             0.87964,             0.92392,             0.68489,            0.023138,            0.023115,           0.0018917,            0.000496,            0.000496,            0.000496
                 290,            0.010798,           0.0088862,          0.00046611,             0.94549,             0.87987,             0.92386,              0.6851,            0.023143,            0.023136,           0.0018936,            0.000463,            0.000463,            0.000463
                 291,             0.01068,           0.0088124,          0.00046187,             0.94218,             0.88311,             0.92376,             0.68468,            0.023148,            0.023157,           0.0018951,             0.00043,             0.00043,             0.00043
                 292,            0.010708,           0.0087856,          0.00048232,             0.94339,             0.88174,             0.92361,             0.68457,            0.023154,            0.023177,           0.0018965,            0.000397,            0.000397,            0.000397
                 293,            0.010541,           0.0086935,          0.00046493,              0.9455,             0.87993,             0.92354,             0.68449,            0.023159,            0.023197,           0.0018981,            0.000364,            0.000364,            0.000364
                 294,            0.010588,           0.0088584,          0.00044998,             0.94712,               0.879,             0.92356,             0.68453,            0.023165,            0.023218,           0.0018993,            0.000331,            0.000331,            0.000331
                 295,            0.010603,           0.0089744,          0.00041574,             0.94727,             0.87903,             0.92349,             0.68478,             0.02317,            0.023238,           0.0019012,            0.000298,            0.000298,            0.000298
